,loss,accuracy,val_loss,val_accuracy
0,2.4046170711517334,0.15515904128551483,2.2426528930664062,0.20000000298023224
1,2.2579712867736816,0.22342900931835175,2.1888442039489746,0.25
2,2.205012559890747,0.259115606546402,2.3530733585357666,0.27812498807907104
3,2.130521297454834,0.28083786368370056,2.1261754035949707,0.30937498807907104
4,2.069823741912842,0.307990700006485,2.128077745437622,0.28437501192092896
5,2.0184078216552734,0.33126455545425415,1.9194501638412476,0.3531250059604645
6,2.003291368484497,0.3173002302646637,1.9248387813568115,0.3531250059604645
7,1.9949135780334473,0.3250581920146942,1.9411895275115967,0.3499999940395355
8,1.956855297088623,0.33281612396240234,1.9906108379364014,0.328125
9,1.922762155532837,0.3475562334060669,1.9529680013656616,0.328125
10,1.8743528127670288,0.3560899794101715,1.8462530374526978,0.3968749940395355
11,1.8794856071472168,0.3553141951560974,1.8182780742645264,0.40312498807907104
12,1.878269076347351,0.356865793466568,1.9482063055038452,0.3656249940395355
13,1.8297383785247803,0.3739332854747772,1.8692430257797241,0.375
14,1.8181872367858887,0.3847944140434265,1.867156744003296,0.3687500059604645
15,1.7974450588226318,0.3847944140434265,1.7662636041641235,0.41874998807907104
16,1.7375015020370483,0.3972071409225464,1.7001934051513672,0.4437499940395355
17,1.709011435508728,0.4266873598098755,1.7248777151107788,0.42500001192092896
18,1.6969845294952393,0.4158262312412262,1.7121145725250244,0.45625001192092896
19,1.668840765953064,0.43211790919303894,1.7819483280181885,0.4281249940395355
20,1.6875568628311157,0.42203259468078613,1.683565378189087,0.4593749940395355
21,1.598009705543518,0.44220325350761414,1.6432403326034546,0.44062501192092896
22,1.5691336393356323,0.4553917646408081,1.6772489547729492,0.4156250059604645
23,1.599413514137268,0.4235841631889343,1.6853516101837158,0.4437499940395355
24,1.5563013553619385,0.45771917700767517,1.633096694946289,0.46562498807907104
25,1.493464708328247,0.5011637210845947,1.5843706130981445,0.4749999940395355
26,1.5031976699829102,0.4763382375240326,1.4887363910675049,0.512499988079071
27,1.4629833698272705,0.49806052446365356,1.5987755060195923,0.4437499940395355
28,1.428297996520996,0.5058184862136841,1.4412392377853394,0.5375000238418579
29,1.3337494134902954,0.5384018421173096,1.6698507070541382,0.48124998807907104
30,1.3790416717529297,0.5345228910446167,1.5232661962509155,0.5249999761581421
31,1.2934457063674927,0.5539177656173706,1.454982042312622,0.518750011920929
32,1.2947813272476196,0.5508145689964294,1.4041359424591064,0.550000011920929
33,1.2333422899246216,0.5686578750610352,1.313076138496399,0.5562499761581421
34,1.2427690029144287,0.5702094435691833,1.5198622941970825,0.5218750238418579
35,1.1861547231674194,0.5903801321983337,1.3253686428070068,0.565625011920929
36,1.1519312858581543,0.6058960556983948,1.358148455619812,0.578125
37,1.1269935369491577,0.6097750067710876,1.6743131875991821,0.53125
38,1.10207200050354,0.6089992523193359,1.3040611743927002,0.625
39,1.0717130899429321,0.638479471206665,1.2906090021133423,0.596875011920929
40,1.0969995260238647,0.6221877336502075,1.4247703552246094,0.5249999761581421
41,1.0637900829315186,0.6439099907875061,1.4761226177215576,0.5625
42,0.9957680702209473,0.6462373733520508,1.287217617034912,0.578125
43,0.9884474277496338,0.66330486536026,1.2667535543441772,0.637499988079071
44,0.9725998044013977,0.6664080619812012,1.3351316452026367,0.590624988079071
45,0.9139200448989868,0.6881303191184998,1.1575069427490234,0.653124988079071
46,0.8865358829498291,0.6935608983039856,1.3407776355743408,0.606249988079071
47,0.9122143983840942,0.6904577016830444,1.1958537101745605,0.671875
48,0.889400064945221,0.6958882808685303,1.262969732284546,0.621874988079071
49,0.8549209833145142,0.6920093297958374,1.4696413278579712,0.637499988079071
50,0.8505461812019348,0.7059736251831055,1.2388832569122314,0.643750011920929
51,0.8447155952453613,0.7090768218040466,1.2502696514129639,0.659375011920929
52,0.8158203363418579,0.7145073413848877,1.280221700668335,0.6312500238418579
53,0.8484728336334229,0.7005430459976196,1.142034888267517,0.637499988079071
54,0.7353481650352478,0.7393327951431274,1.35476553440094,0.6031249761581421
55,0.7521154880523682,0.7377812266349792,1.548117995262146,0.59375
56,0.7057679295539856,0.7509697675704956,1.2595957517623901,0.65625
57,0.7888126373291016,0.7230411171913147,1.1254470348358154,0.65625
58,0.6750113368034363,0.7664856314659119,1.2855443954467773,0.659375011920929
59,0.6793355345726013,0.7548487186431885,1.0797348022460938,0.706250011920929
60,0.6829516887664795,0.7548487186431885,1.325236439704895,0.684374988079071
61,0.6830365061759949,0.755624532699585,1.162873387336731,0.684374988079071
62,0.6305872797966003,0.7726920247077942,1.108945608139038,0.684374988079071
63,0.6244783401489258,0.7874321341514587,1.3667113780975342,0.637499988079071
64,0.5639526844024658,0.8037238121032715,1.3011599779129028,0.6781250238418579
65,0.6449039578437805,0.7719162106513977,1.3346948623657227,0.675000011920929
66,0.5858470797538757,0.7936384677886963,1.225492238998413,0.690625011920929
67,0.6053495407104492,0.7897595167160034,1.4563630819320679,0.621874988079071
68,0.627273678779602,0.7742435932159424,1.4479022026062012,0.668749988079071
69,0.5780778527259827,0.8076027631759644,1.1824274063110352,0.7093750238418579
70,0.5795204043388367,0.7975174784660339,1.161433219909668,0.721875011920929
71,0.5773171186447144,0.8037238121032715,1.2209618091583252,0.703125
72,0.516182541847229,0.811481773853302,1.2695831060409546,0.6968749761581421
73,0.458318293094635,0.8386346101760864,1.3359427452087402,0.6968749761581421
74,0.501508891582489,0.8262218832969666,1.2332937717437744,0.71875
75,0.5143154859542847,0.826997697353363,1.2654694318771362,0.731249988079071
76,0.4359659254550934,0.8456167578697205,1.2239949703216553,0.71875
77,0.5113779902458191,0.8262218832969666,1.5442038774490356,0.668749988079071
78,0.4815528094768524,0.8370829820632935,1.1688064336776733,0.71875
79,0.40257492661476135,0.8719937801361084,1.1440625190734863,0.734375
